learner_id,country,degree,institution,major
Learner#00874ac2-46d7-4bf6-a3ef-08b33e00d836,United Kingdom,Teacher/Educator,XYZ College,Technical
Learner#00877d10-4c53-43c9-92a1-d7008ae76ff9,India,NULL,NULL,NULL
Learner#0087b52b-fd91-449c-9d38-32da61803998,Bangladesh,NULL,NULL,NULL
Learner#0087f249-1103-40a6-8410-3e401bc12275,Nigeria,NULL,NULL,NULL
Learner#00882739-5a48-4879-b902-028ae447f510,Nigeria,Undergraduate Student,University of Nigeria Nsukka,Mechanical Engineering
Learner#0088b9af-97d8-4e51-8496-912318dd7d6d,India,Undergraduate Student,St.Thomas College of engineering and technology,Computer Engineering
Learner#0089c210-1ee5-463d-97d0-4e10800ac597,Ghana,Undergraduate Student,University of Ghana,Pharmacy and Pharmacology
Learner#0089e148-0699-482f-a2a6-143b71412fa4,Kenya,NULL,NULL,NULL
Learner#0089ef3d-9e33-49bf-8d79-f5de06c2ea82,India,NULL,NULL,NULL
Learner#0089fdb8-9ee3-4547-9f01-df86cead3d8e,NULL,NULL,NULL,NULL
Learner#008a1063-fe95-4b21-977b-ecd8156e3a2b,Kenya,High School Student,Moi Forces secondary,Data Analytics
Learner#008aab54-6a34-4294-8c8c-6855e563e963,Kenya,Undergraduate Student,Jomo Kenyatta University of Agriculture and Technology,Horticulture
Learner#008b492c-e5a4-4386-8b3d-120a17c611df,Philippines,Undergraduate Student,Polytechnic University of the Philippines,Financial Management
Learner#008f1d30-69cc-48d9-8741-7210b1086228,Bangladesh,NULL,NULL,NULL
Learner#008b4ab4-da05-4f7b-9b06-26375b5c6157,United Kingdom,NULL,NULL,NULL
Learner#008be44a-a8b6-4ae0-9b99-b2b53d170840,Ghana,Graduate Student,NMC sekondi,Nursing
Learner#008c8da8-7350-4b6b-bd6d-4ac9e917c3fc,Pakistan,NULL,NULL,NULL
Learner#008d5af8-d773-451c-802e-e60376ceb2ee,India,Not in Education,Mallabhum Institute of Technology,None
Learner#008dd4b2-33dd-4550-9a94-f64b9fd9ad9c,Pakistan,NULL,NULL,NULL
Learner#0091b7cc-a1d1-43c0-bfe2-bca1d6b6df41,South Africa,NULL,NULL,NULL
Learner#00925b1e-cfb8-4230-95c4-f73d72395525,India,NULL,NULL,NULL
Learner#00926204-8550-4956-8f2b-0c13acafc9da,Egypt,NULL,NULL,NULL
Learner#0092c7db-24e1-4261-a6e7-e1a9a5b50323,Pakistan,Undergraduate Student,Azra Naheed Medical College,Medicine
Learner#0092fa23-bfc8-44c5-abfa-fca2fb330b4e,Nigeria,Graduate Student,Federal University of Technology Minna,Analytical Chemistry
Learner#0093286d-8d2c-4efc-9c3a-4a76649ef00d,India,Undergraduate Student,JD COLLEGE OF ENGINEERING AND MANAGEMENT,Data Science
Learner#00939602-1e32-4f48-8385-86d93ba61f07,Egypt,Undergraduate Student,Faculty of Computers and Artificial Intelligence - Software Engineering program - Helwan University,Software Engineering
Learner#00941d6f-1832-4d38-9fc1-46c08004ac3b,Nigeria,NULL,NULL,NULL
Learner#00946436-942b-42c4-ba86-011aa2abe876,Nigeria,NULL,NULL,NULL
Learner#0094f832-090d-40ba-a002-e83b5d4f17cd,India,Undergraduate Student,School of Aeronautics,Aeronautics
Learner#00973cb2-04d2-44c5-a86d-6c5119e1ea8c,Nigeria,NULL,NULL,NULL
Learner#00988c71-4e52-42d3-93a3-2db49de96750,United States,Graduate Student,Saint Louis university,Applied Financial Economics
Learner#00989196-00b3-4e21-bd3e-6e701e27670e,Nigeria,Graduate Student,FUTA,Biochemistry
Learner#0098d426-52c9-494c-9ff7-5496b655cd81,Nigeria,Graduate Student,University of Maiduguri,Education
Learner#0098f060-b7fc-4056-aef6-524bb2b4fd2d,Bangladesh,Graduate Student,Leading University,Civil Engineering
Learner#00993904-c2ec-4eb8-a2e4-6fc76ac5e6ce,India,NULL,NULL,NULL
Learner#009a771a-d4cd-4b58-8230-a23ef1bf3fba,India,NULL,NULL,NULL
Learner#009b0b4a-baf4-433d-acfc-b81ac19a58ab,Bangladesh,NULL,NULL,NULL
Learner#009b0e6b-c56c-4142-8f9d-ef07ef59d449,NULL,NULL,NULL,NULL
Learner#009b3464-8ec8-4f0e-a820-e9a50c5090a5,Philippines,Undergraduate Student,Pamantasan ng Lungsod ng Marikina,Business Administration
Learner#009d5c2b-5c3f-43d4-920d-f8b71dcc22c7,Ghana,NULL,NULL,NULL
Learner#009b3eb0-0517-4844-bd8c-0e3fa4ded433,Kenya,Graduate Student,Kabarak University,Bachelor of Science in Information Technology
Learner#009b935a-7e58-40dd-80a8-9cffb2d1a6e3,India,Undergraduate Student,KSRM COLLEGE OF ENGINEERING,Fresher
Learner#009bd141-5c1c-44bc-974d-6f09c0109c0b,Pakistan,Graduate Student,Times institute Multan,Computer Science and Information Systems
Learner#009d1715-ba03-4e85-bffa-e010b6579a19,Nigeria,NULL,NULL,NULL
Learner#009d4a9c-d04f-4fd9-b42f-3bffc619569d,Kenya,NULL,NULL,NULL
Learner#009dc5e4-1864-480e-943b-da53d373a713,India,NULL,NULL,NULL
Learner#009e7871-67fe-4a3d-b787-a56b738be66d,Pakistan,NULL,NULL,NULL
Learner#00a018c4-d8c0-43c9-98e3-55e7f3b003e9,Ghana,Undergraduate Student,Accra Technical University,Civil Engineering
Learner#00a030ec-4f0d-436b-9474-34cf116efc83,India,Undergraduate Student,SRM Institute of Science and Technology,Computer Science
Learner#00a066c9-340a-4943-8eec-84c1b5ab7685,United States,Graduate Student,Saint Louis University,Information Systems
Learner#00a0ba1c-e9c3-4dd0-9ca3-e8e1069a9ee0,India,NULL,NULL,NULL
Learner#00a112b7-f50b-42e6-82df-94740c7e1daa,India,Not in Education,"Maulana Abul Kalam Azad University of Technology, West Bengal, India",Electrical Engineering
Learner#00a1d048-616d-4bf4-a9a1-bfaf9548a3e4,Nigeria,Graduate Student,Imo State university,Economics
Learner#00a23c7e-2ed0-41a0-b6b5-b9bfe679aaa5,India,Graduate Student,Sri Indu Institute of Engineering and Technology,Computer Science and Engineering
Learner#00a264cb-4e1e-4c28-9998-f4c074ddd935,Sierra Leone,Undergraduate Student,Providence International high school,Highschooldiploma
Learner#00a30ac5-ec27-4936-ba94-fd6607edd066,India,Undergraduate Student,"Dharanidhar Autonomous College, Keonjhar",Mathematics
Learner#00a30bd4-d5fc-41dd-b40b-2450ab03e0da,NULL,NULL,NULL,NULL
Learner#00a3c7eb-5435-4309-a984-4a40d6c375ef,Kenya,Undergraduate Student,University of Embu,Education
Learner#00a3f8a4-99a2-480a-8e87-8d4a6b63fc27,Egypt,Graduate Student,Faculty of science,Geophysics
Learner#00a41b40-a4b8-4357-9557-e695f39ea743,Kenya,Undergraduate Student,Kenyatta University,Public Health
Learner#00a447f7-6c5a-4904-9a86-68cd217b00c3,India,Graduate Student,Mumbai Unversity,Data Analytics
Learner#00a517b3-192c-4e2f-acca-4c32c6629188,Nigeria,Other Professional,Covenant University,Business Development
Learner#00a51c32-b7ee-4158-b73e-d50bc6ab42eb,Nigeria,Undergraduate Student,Federal University Dutsin-ma,Bachelor of Science in Computer Science
Learner#00a6b42d-1277-4e9b-a063-ca43e395bb0a,United States,High School Student,South Brunswick High School,Marketing Analytics
Learner#00ac7a3a-390e-4567-81b8-cbd1c35f3976,Nigeria,NULL,NULL,NULL
Learner#00a7523e-3aac-491c-a586-6ab54f6165bc,India,Other Professional,KONGU ARTS And SCIENCE COLLEGE,Bachelor of Commerce
Learner#00a75e5e-e4fd-4181-a7cb-b1c5d22302dc,Nigeria,NULL,NULL,NULL
Learner#00a82a62-33d1-4445-88ed-a6d17dcc928d,Egypt,NULL,NULL,NULL
Learner#00a89f68-cf8a-418c-bd97-408963397b43,Nigeria,NULL,NULL,NULL
Learner#00ab82a9-6d19-42ff-b4be-3e34096fd050,Kenya,Teacher/Educator,Abuhuheira Academy,Science Laboratory Technology
Learner#00ae434e-0bab-42c5-bda9-7b642429bdf6,Pakistan,Undergraduate Student,bahria,Software Engineering
Learner#00aebf96-beed-4bbc-b4a5-4b9f9588de8f,India,Graduate Student,BMS INSTITUTE OF TECHNOLOGY,Information Science
Learner#00af75df-ffa2-4c1d-b965-8677b652b506,India,Graduate Student,Srinivasa institute of engineering and technology,Electronics and Communication
Learner#00afc691-350b-4591-8ba7-6277a0b8613f,India,Graduate Student,SSSKR INNANI Mahavidyalaya Karanja lad Dist Washim,MBA
Learner#00b45e5d-40df-4bfe-83be-f561a88c6c2b,Nigeria,NULL,NULL,NULL
Learner#00afde74-c995-4063-b9af-36e460ae6fd0,India,Graduate Student,University of London,Cyber Security
Learner#00b00cec-a95e-453b-b14d-1144c1317d59,India,NULL,NULL,NULL
Learner#00b2fb2e-1194-45fe-96a7-e5a7b7c03d62,Nigeria,Undergraduate Student,university of calabar,Public Health
Learner#00b3a716-2108-42d2-927f-7cadd2405344,Nigeria,Graduate Student,Enugu state university of science and technology,Economics
Learner#00b43a0e-d269-415a-9742-83ae001dea4b,Nigeria,NULL,NULL,NULL
Learner#00b51056-85dc-41ad-a061-7130e8663bf2,Nigeria,Graduate Student,Rufus giwa polytechnic,Accountancy
Learner#00b57570-44f2-4168-a191-b5f36f721d8f,India,Graduate Student,Jain University,MCA
Learner#00b57db7-1dd7-45c0-9837-2e99f226cb41,Nigeria,Undergraduate Student,Miva University,Software Engineering
Learner#00b6ec36-f864-4016-a07e-959c35d19ead,India,Not in Education,Mdsu,Digital Marketing
Learner#00b8ac6a-b4d5-4295-9796-a3f36f0bf620,France,Graduate Student,Rennes School of Business,Digital Marketing
Learner#00b8db4c-7c19-43df-9921-2aabc66cd6d9,India,Undergraduate Student,TKM College Of Engineering,Computer and Electrical
Learner#00ba4201-5a88-48b7-8a97-f12038178857,India,Undergraduate Student,Islamic University of Science and Technology,English Language and Literature
Learner#00bad96d-c2c9-4728-a453-523962eb35bc,Ghana,NULL,NULL,NULL
Learner#00badae3-40bc-4e2c-80f2-abc1bc7f451a,Egypt,NULL,NULL,NULL
Learner#00bc0f75-9cb0-40b5-97d3-7e7f8e436ed1,Philippines,NULL,NULL,NULL
Learner#00bc1312-207b-42de-8926-27be548a7c47,United States,Graduate Student,Illinois Institute of Technology,Computer Science
Learner#00bc679a-b0ae-4344-89fe-6b2221cae7c8,India,Not in Education,Women%27s college of home science and BCA loni,Computer Applications
Learner#00bf07ea-f4f4-4ab8-b766-a9d51ef31dfd,India,Graduate Student,Institute of Company  Secretaries of India,Company Secretary
Learner#00bff779-8be6-4c13-9bbe-71cd1074a8ec,Pakistan,Graduate Student,BS commerce univeryof sindh jamshoro,Finance
Learner#00c063ea-2412-4cfa-801b-06400fe8c983,Nigeria,Not in Education,Babcock University,Nursing
Learner#00c0c665-7927-4da1-8f25-6ebf341bdb10,Nigeria,Graduate Student,Obafemi Awolowo University,Chemistry
Learner#00c0f0a6-a6dc-4540-987e-10c69e1b6990,Nigeria,Graduate Student,Saint louis University,Cyber Security
Learner#00c1b61b-1dff-4e98-93b6-ac686bdfeb3e,India,Undergraduate Student,Stanley college of Engineering and Technology for Women,Engineering
Learner#00e5df9f-3438-4202-98e6-cb73ba620421,India,NULL,NULL,NULL
Learner#00c25af1-5223-4434-9a3a-87ce0b2eb1c3,Nigeria,NULL,NULL,NULL
Learner#00c25b1b-c666-4a3c-8945-cd9d02e7f640,Egypt,NULL,NULL,NULL
Learner#00c380f2-22e6-456d-bcb2-fcc275b86f47,Pakistan,Graduate Student,Abasyn University Islamabad Campus,Project Management
Learner#00c4dd8b-c14f-4dfe-89ab-c29d9b980755,Egypt,Graduate Student,Benha,Accounting
Learner#00c548aa-d3f8-4986-a1d1-b4629c22b190,Nepal,Graduate Student,Westcliff University,MBA in Nonprofit Management
Learner#00c56ac1-ff69-40f1-9008-516cb3a74d2c,United States,High School Student,Columbia High School,Business and Management Studies
Learner#00c5c453-d767-4c39-896b-194c3f296071,India,Other Professional,Govt Polytechnic Colllrge,Digital Marketing
Learner#00c76f95-2b22-4940-b043-e506f4d46dd9,India,Undergraduate Student,Symbiosis centre for management studies Pune,Marketing
Learner#00c78a26-605b-4b51-9c25-0b7f0c2a8c72,India,NULL,NULL,NULL
Learner#00c7e5ce-50e7-4532-8d0b-b79a878285ff,Kenya,NULL,NULL,NULL
Learner#00c84e04-cc20-4e77-babf-a4cb30d86c5d,Nigeria,NULL,NULL,NULL
Learner#00c85648-bfbf-4bfd-a6a7-88213dcc0729,United States,Graduate Student,SAINT LOUIS UNIVERSITY,Artificial Intelligence
Learner#00c8c323-5f85-4090-963e-2d27a8e4f4aa,Nigeria,NULL,NULL,NULL
Learner#00c9504a-948b-480a-9549-26ff292beb20,Egypt,Graduate Student,Helwan university,Business Administration
Learner#00ca2fb9-6e70-45ef-928f-6e7400768792,Nigeria,Not in Education,Covenant University,International Relations
Learner#00ca4a4f-4166-44c4-9b5b-293fee58f40a,India,High School Student,Calcutta International School,Economics
Learner#00cacf0d-343d-4528-aa80-9134ab09b32c,Pakistan,Teacher/Educator,Educationsphere,Chemistry
Learner#00cb1e45-3772-48bf-b38e-a079331c2dbf,United States,NULL,NULL,NULL
Learner#00cf15b5-6924-4d4f-bcab-915c694ec29d,Egypt,NULL,NULL,NULL
Learner#00cc93f2-b1ee-4dcb-8536-607a7840f682,Canada,Not in Education,Lambton College,Project Management
Learner#00cdd5dc-ec45-4454-9c6e-fae5be8cdc05,India,Undergraduate Student,Amity university,Bsc Economics Hons
Learner#00cddf49-fb5a-4185-b13b-f4bd4d2a265a,Nigeria,NULL,NULL,NULL
Learner#00ce81c5-d3b6-4e10-af21-7989538d3887,Nigeria,NULL,NULL,NULL
Learner#00ce8700-458a-4564-a9d0-4333f77f8b20,Nigeria,Graduate Student,Baze university Abuja,Data Analytics
Learner#00cf9f4b-ddc0-4bfb-a747-be91a9fb4370,India,Graduate Student,J.C Boss,Education
Learner#00d01c76-1693-48fc-9da7-a97f7a148e45,Egypt,NULL,NULL,NULL
Learner#00d09529-06b8-46d6-8f59-087846ed5868,Nigeria,Graduate Student,Olanibi Onabanjo University,Public Administration
Learner#00d0b871-e96b-4045-baaf-2c62e8fdeb9f,Ghana,NULL,NULL,NULL
Learner#00d0bc7c-ef2d-4e77-a82d-dfbf4096cc62,South Africa,NULL,NULL,NULL
Learner#00d0eff8-6d8a-460e-bc62-cd6eed050b9b,India,Undergraduate Student,Kalasalingam academy of research and education,Bachelor of Technology
Learner#00d0fbea-70f4-4af6-b82f-792f47730aa9,Egypt,NULL,NULL,NULL
Learner#00d18f7c-3ab7-47a1-9cf0-b21980372792,Kenya,NULL,NULL,NULL
Learner#00d33fc7-ce48-4e70-8f08-ec04edc346da,Pakistan,Undergraduate Student,International Islamic University Islamabad,Software Engineering
Learner#00d345aa-c7f7-419b-a5d7-2c492cf433e8,Kenya,NULL,NULL,NULL
Learner#00d36546-f473-494d-94ea-9c8f900ebee3,Nigeria,Graduate Student,Federal Polytechnic Bauchi,Estate Management
Learner#00d39ce2-00da-4d74-881f-69b565335350,India,Undergraduate Student,Techno India Institute of Technology,Business Administration
Learner#00d3b0a8-dbe3-4ede-9002-14a4e8110c19,India,Undergraduate Student,ACE Engineering College,Artificial Intelligence and Machine learning
Learner#00d4c8b2-8c91-47a7-a51d-cf3aaedb2375,United States,NULL,NULL,NULL
Learner#00d4d550-2962-4409-aaac-db0d89c1431a,United States,High School Student,Olympia High School,Cyber Security
Learner#00d4e2e2-061a-4108-ab76-696a27dccdc6,Nigeria,NULL,NULL,NULL
Learner#00d555b0-67ec-45c8-8175-bd9774b3e419,India,NULL,NULL,NULL
Learner#00d66b29-2bb2-43ec-ba89-544b568b341e,Mongolia,Undergraduate Student,Saint Louis University,Art and Design
Learner#00d705cc-c90f-4e1c-842c-7dcd8f2ce515,India,Undergraduate Student,IIT Tirupati,Electrical and Electronic Engineering
Learner#00d7d242-eee7-478f-9a64-1393bc6a8ebc,United States,Graduate Student,Saint Louis University,Public Health
Learner#00d7d49b-71eb-4756-b180-1b9551226b6e,India,NULL,NULL,NULL
Learner#00d88313-6e12-4ad4-8ad8-9b18f4196c19,India,NULL,NULL,NULL
Learner#00d973d4-d4f7-4096-b72c-ec033cb1a69d,India,NULL,NULL,NULL
Learner#00da2dee-5386-43e7-865f-800c7636c026,Pakistan,NULL,NULL,NULL
Learner#00da6828-819d-4772-bc50-b9ac5908e9be,India,Undergraduate Student,CMR INSTITUTE OF TECHNOLOGY,Data Science
Learner#00db382c-fb0a-45a0-8038-1eb1f34960a6,Nigeria,NULL,NULL,NULL
Learner#00db7ef6-0043-4172-a9d9-634321bf0d23,Nigeria,Not in Education,Federal Polytechnic Nekede Owerri,Computer Science
Learner#00db8ff8-5dd2-4f8f-9e10-85665ca4239d,Pakistan,Undergraduate Student,GCUF,Analytical Chemistry
Learner#00dd7713-1c78-4bb4-b15c-00adb23d7d8f,Bangladesh,NULL,NULL,NULL
Learner#00dbbfb1-34b0-4d65-b271-2e1fe21a82bf,Bangladesh,Parent of Student,The Oxford College of Science,Fitness Trainee
Learner#00dbc0f0-8aec-40f2-886c-a7090b2d2d39,Ghana,Undergraduate Student,Uviversity of Cape Coast,Sociology
Learner#00dc46c0-6ec2-4cf7-8ec2-fea65aeb0f5e,India,Undergraduate Student,Vels institute of science technology and advanced studies,Artificial Intelligence and Machine learning
Learner#00dca47c-76d9-4ac3-b44e-7d1fba189aae,Egypt,Not in Education,Cairo University,Othe
Learner#00dd39d6-fbe5-4e23-8ffc-7866442e75d7,Pakistan,NULL,NULL,NULL
Learner#00ddf28f-0d52-432d-9247-ed9885fa2b7c,Pakistan,NULL,NULL,NULL
Learner#00ddfa26-9c0c-4179-9b80-db73dfa8f9b5,India,Graduate Student,Babu Banarasi Das University,Bachelor of Science in Computer Science
Learner#00de8567-f426-42dc-ae7f-19a28753275c,India,NULL,NULL,NULL
Learner#00decf1b-1154-43c4-b19a-4a1c9bb1117c,India,NULL,NULL,NULL
Learner#00df0528-9bf6-46d1-b49e-7c2dedb2d411,Philippines,Undergraduate Student,University of the Philippines,Coding Theory
Learner#0845fe7a-9069-4974-b9aa-44fd36d24c34,United States,NULL,NULL,NULL
Learner#00df3992-0637-44f6-9fdf-28a7ad6ae876,United Arab Emirates,Not in Education,karnataka university dharwad,Computer Applications
Learner#00df659b-e5e3-4eb1-8d57-28df8af02e0b,Pakistan,Graduate Student,islamia uni Bahawalpur,Education Management
Learner#00df8ca2-886f-4efc-9278-bd48f2249d4a,India,Not in Education,Praxis business school,Business Analytics
Learner#00dfd425-1312-43e9-9f3c-46174ef33e85,Nigeria,NULL,NULL,NULL
Learner#00dfe9f0-554b-4bc0-92e9-0fdb6409f4f9,United States,High School Student,Bergen County Academies,Architecture and Built Environment
Learner#0cd3b754-a154-4d25-a752-218ed14a9e45,India,NULL,NULL,NULL
Learner#00e05645-a509-4fd7-8413-96a84d29e872,India,Undergraduate Student,Amity University Chhattisgarh,Artificial Intelligence
Learner#00e15ae6-fd21-4884-87f1-1688ef30a172,United States,High School Student,Valencia High School,biomedical engineering
Learner#00e19ec0-6377-4bf7-90e8-aa6017fd85d1,Nigeria,NULL,NULL,NULL
Learner#00e1c111-4791-4ec2-a437-8f9482545f73,Pakistan,Graduate Student,KIET,Computer Science
Learner#00e2e286-15fd-4893-99c9-f5b3c861a32e,Nigeria,Undergraduate Student,Federal University Of Technology Owerri,Chemical Engineering
Learner#00e32cbf-5205-4158-988c-724d8b94890f,Philippines,Undergraduate Student,University of the Philippines- Mindanao,Communication and Media Studies
Learner#00e3b664-4323-4e4b-aea8-6db4604663ce,Pakistan,High School Student,University of Gujrat,Chemical Engineering
Learner#00e41627-5907-41f3-92ea-d1ec9efdb750,Nigeria,Graduate Student,Federal  Polytechnic Nekede Owerri,Civil and Structural Engineering
Learner#00e4698c-1462-4cc7-b408-98fffbc92379,Kenya,NULL,NULL,NULL
Learner#00e501d4-16ba-403e-90a3-08bc85a08fb1,Nigeria,Undergraduate Student,"Olabisi Onabanjo University, Shagamu Ogun state, Nigeria",Pharmacy and Pharmacology
Learner#00e6659e-91c6-4a5b-bd10-65ebbec6a897,Pakistan,NULL,NULL,NULL
Learner#00e6c050-0ea9-4a89-8429-22ff85469347,India,NULL,NULL,NULL
Learner#00e70e74-b872-4ada-843e-9b6c392f06fc,Philippines,NULL,NULL,NULL
Learner#00e80b2e-705a-4c59-badd-62a7e20258dd,Nigeria,Graduate Student,University of Ibadan,Public Health
Learner#00ea986b-3edb-4f7c-87c1-d7b8a037547e,Pakistan,Undergraduate Student,UHS,Major
Learner#00e81241-5664-4085-b838-8e1cb1cd92f7,Nigeria,NULL,NULL,NULL
Learner#00e82d91-0a32-48b4-bc9d-8fcd5668aade,Nigeria,Graduate Student,NYSC,Bsc
Learner#00e894bd-0fe5-4969-86d2-a1806ad265f9,Bangladesh,Graduate Student,"Govt B L College, Khulna",Computer Science
Learner#00e9b0d8-b789-4726-ac3d-b6d0a6769ca4,Nigeria,Graduate Student,None,Statistics
Learner#00ea65a2-3df9-4611-99bb-7f85d1d6668a,Ghana,NULL,NULL,NULL
Learner#00ebdbc2-9b57-41d9-9d6b-fc88146db91f,United States,NULL,NULL,NULL
Learner#00ec3626-c844-49f8-ae2f-4b27b2f67911,India,Undergraduate Student,"Vivekananda Institute of Professional Studies, GGSIPU",Commerce
Learner#00ec67b6-22fe-43d1-b782-b4a491e96add,India,Undergraduate Student,Doon Institute of engineering and technology dehradun,Computer Science
Learner#00ec84f4-84d2-4fef-a52e-3c0fc459c7a2,India,High School Student,Delhi public school,Law and Legal Studies
Learner#00eee82c-2da9-449d-bc97-9c9617dce9e9,India,NULL,NULL,NULL
Learner#00ec853e-0336-4b2d-b9f5-fa851e38a24f,India,Graduate Student,Avinash degree college,Finance
Learner#00ed5ff2-de9f-43c7-9e91-0c57c3b6b89f,Nigeria,NULL,NULL,NULL
Learner#00ee162f-f7a0-4d05-bb2d-d06ff134c9db,Ghana,Graduate Student,Saint Louis University,Computer Science
Learner#00ee2e28-8efa-41c5-b146-2931890cb21e,India,Graduate Student,Gitam University,Data Science
Learner#00ee9113-36bf-4a16-a470-065be97a0d96,Nigeria,NULL,NULL,NULL
Learner#00ef4b0e-6f00-458a-8cb2-f9c06717d547,Pakistan,NULL,NULL,NULL
Learner#00ef8397-abf8-4163-bc35-13bc6b77a6e5,Nigeria,NULL,NULL,NULL
Learner#00ef900a-b297-4986-a98b-66a210bf6868,Bangladesh,Undergraduate Student,University of Chittagong,International Relations
Learner#00f1aedf-757f-4b02-beb7-fe2711209ac2,Nigeria,Not in Education,"University of Port Harcourt, Nigeria",Economics
Learner#00f37ea8-9eed-4595-a828-031b5fc5efe3,Nigeria,Graduate Student,Joseph Sarwuan Tarka University Makurdi,Bachelor of Science in Computer Science
Learner#00f3bafd-794a-4974-9d7b-17c4cbb41e58,India,Undergraduate Student,PES University,Computer Science
